FID,FID_1,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_tx,region,region_txt,provstate,city,latitude,longitude,specificit,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternativ,alternat_1,multiple,success,suicide,attacktype,attackty_1,attackty_2,attackty_3,attackty_4,attackty_5,targtype1,targtype1_,targsubtyp,targsubt_1,corp1,target1,natlty1,natlty1_tx,targtype2,targtype2_,targsubt_2,targsubt_3,corp2,target2,natlty2,natlty2_tx,targtype3,targtype3_,targsubt_4,targsubt_5,corp3,target3,natlty3,natlty3_tx,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain,guncerta_1,guncerta_2,individual,nperps,nperpcap,claimed,claimmode,claimmode_,claim2,claimmode2,claimmod_1,claim3,claimmode3,claimmod_2,compclaim,weaptype1,weaptype1_,weapsubtyp,weapsubt_1,weaptype2,weaptype2_,weapsubt_2,weapsubt_3,weaptype3,weaptype3_,weapsubt_4,weapsubt_5,weaptype4,weaptype4_,weapsubt_6,weapsubt_7,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propexte_1,propvalue,propcommen,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcoun,ransom,ransomamt,ransomamtu,ransompaid,ransompa_1,ransomnote,hostkidout,hostkido_1,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,FID_2,SOA_CODE,SOA_LABEL,SOA,SOA_CODE_1,All_usual,Religion or religion brought up in: Catholic,Religion or religion brought up in: Protestant and Other Christian (including Christian related),Religion or religion brought up in: Other religions,Religion or religion brought up in: None,Religion or religion brought up in: Catholic (%),Religion or religion brought up in: Protestant and Other Christian (including Christian related) (%),Religion or religion brought up in: Other religions (%),Religion or religion brought up in: None (%)
168,104,2.01302E+11,2013,2,27, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Larne,54.855103,-5.811254,1,0,The incident occurred at Seacort Estates in the Britannia Crescent area,"02/27/2013: An explosive device attached to a garden fence exploded in Seacort estates in the Britannia Crescent of Larne town, Larne district, Northern Ireland, United Kingdom. A fence was damaged in the attack. No group claimed responsibility; however,",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,14,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,Seacourt Estate,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,1,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A fence was damaged in this attack.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Larne blast 'linked to dissidents',"" BBC, February 28, 2013.","""'  Bombs' explode   in Belfast, Larne,"" The Irish News, February 28, 2013.","""Larne blast 'linked to dissidents',"" The Irish Examiner, February 28, 2013.",START Primary Collection,0,0,1,1, ,607,95QQ15W1,Town Parks,Town Parks,95QQ15W1,1593,514,967,9,103,32.27,60.7,0.56,6.47
169,192,2.01511E+11,2015,11,24, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Feeny,54.89069,-7.02121,1,0,The incident occurred between Carnanbane and Banagher roads.,"11/24/2015: An explosive device was discovered and defused between Carnanbane and Banagher roads in Feeny, Northern Ireland, United Kingdom. There were no reported casualties. No group claimed responsibility for the incident; however, sources suspected t",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,20,Unknown,0, ,Unknown,Unknown,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Oglaigh na hEireann, , , , , , ,0,0, ,0,-99,0,1,4,E-mail,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Police confirm bomb found near village,"" BBC, November 25, 2015.","""Threat won't stop my work, insists SF councillor,"" Belfast Telegraph, January 21, 2016.","""Probe after 'viable explosive device' found in Co Londonderry,"" Farming Life, November 25, 2015.",START Primary Collection,0,0,1,1, ,615,95RR06W1,Feeny,Feeny,95RR06W1,2206,1924,264,2,16,87.22,11.97,0.09,0.73
170,190,2.01511E+11,2015,11,13, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Drumsurn,54.99593,-6.87742,1,0, ,"11/13/2015: An explosive device was discovered and defused after being reported in Drumsurn, Northern Ireland, United Kingdom. Oglaigh na hEireann claimed responsibility for the incident and threatened those who utilize the group's name in order to gain",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,20,Unknown,0, ,Unknown,Unknown,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Oglaigh na hEireann, , , , , ,Oglaigh na hEireann claimed responsibility for the incident and threatened those who utilize the group's name in order to gain an extortion.,0,0, ,0,-99,0,1,4,E-mail,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""North-west roads re-open as separate security alerts end,"" The Irish News, November 28, 2015.","""North West needs a bomb disposal base, claims MP,"" Belfast Telegraph, November 28, 2015.","""Viable bomb found in Drumsurn 'dissident' alert,"" UTV, November 13, 2015.",START Primary Collection,0,0,1,1, ,616,95RR07W1,Forest,Forest,95RR07W1,2449,1285,1092,6,66,52.47,44.59,0.24,2.69
171,1,2.00002E+11,2000,2,25, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Ballykelly,55.043617,-7.023927,1,0,Londonderry (County),"02/25/2000: The Continuity IRA (CIRA) bombed the Shackleton Barracks, in Ballykelly, Londonderry, Northern Ireland. No one was killed or injured in the attack however there was minor property damage.",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Shackleton Military Barracks,"Shackleton Barracks, in Ballykelly, Londonderry, Northern Ireland",233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Continuity Irish Republican Army (CIRA), , , , , ,Unknown,1,0, ,0,0,2,1,10,Unknown,0,0, , , , ,-9,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,1,3,Minor (likely < $1 million),0,Windows were broken from the explosion.,0,0,0,0, , , ,0, , , , , ,0, ,0,The Continuity IRA (CIRA) claimed responsibility but police believed another faction may have been behind it because an unfamiliar password was used.,"“IRA Rebels Target British Troops On UK Mainland,” Sunday Times, February 27, 2000.","“Two Held Over Blast at Ulster Barracks,” Press Association, February 26, 2000.","“Ulster: Device Explodes At Army Barracks; No Casualties,” Press Association, February 25, 2000.",CETIS,0,0,1,1, ,619,95RR09S2,Gresteel_2,Gresteel 2,95RR09S2,1525,877,570,11,67,57.51,37.38,0.72,4.39
172,10,2.00009E+11,2000,9,11, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Magilligan,55.14746,-6.892169,1,0,Londonderry (County),"09/11/2000: On the afternoon of 09/11/2000, a 80-pound bomb exploded at a British military firing range at Magilligan town in Northern Ireland. The device was triggered when a British soldier opened the door of a hut on the firing range. The soldier was",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,British Military,"British Military firing range at Magilligan, County Londonderry, Northern Ireland",216,Great Britain,0, ,0, , , ,0, , , , , , , , , ,Real Irish Republican Army (RIRA), , , , , ,Unknown,1,0, ,0,0,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,12,Remote Trigger,0, ,0, , , , , , , , , ,The device was a home-made 80-pound bomb meant to be triggered when the door to a hut on the firing range was opened.  Another 80-pound bomb was found nearby but did not explode.,0,0,0,1,0,0,-9,0, ,0,"There was no description of property damage, but it was possible the hut in which the bomb was placed might have been damaged.",0,0,0,0, , , ,0, , , , , ,0, ,0, ,"Gerry Moriarty, ""Bombings spark fears of 'Real IRA' violence,"" The Irish Times, September 14, 2000.","John Mullin, ""No warning over bomb attack on RUC station,"" The Guardian, September 14, 2000.","""Mortar attack on RUC station,"" Belfast Telegraph (Internet Version-WWW), September 13, 2000.",CETIS,0,0,1,1, ,621,95RR11W1,Magilligan,Magilligan,95RR11W1,2407,1328,1010,11,58,55.17,41.96,0.46,2.41
173,22,2.00202E+11,2002,2,8, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Magilligan,55.14746,-6.892169,1,0,Londonderry (County),"02/08/2002: A bomb exploded at a British Army training camp in the Northern Ireland town of Magilligan, injuring a civilian defense worker. Police suspected a group named the Real Irish Republican Army (RIRA); however, no group claimed responsibility for",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,4,Military,28,Military Recruiting Station/Academy,British Army,"British Army training camp in Magilligan, North Ireland",216,Great Britain,0, ,0, , , ,0, , , , , , , , , ,Real Irish Republican Army (RIRA), , , , , ,Unknown,1,0, ,0,0,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , , ,0,0,0,1,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0,Reports state that similar incidents were carried out in the area by the Real Irish Republican Army (RIRA).,"Breen, Suzanne. Jackson, George, ""N Ireland: Man Injured in Presumed Terrorist Attack on British Military Base,"" The Irish Times, February 9, 2002.","""MOD Worker Hurt in Army Base Blast,"" Scottish Daily Record & Sunday Mail, February 9, 2002.","Mckittrick, David, ""MOD Worker Suffers Horrific Injuries in Bomb Blast at Army Base,"" The Independent, February 9, 2002.",CETIS,0,0,1,1, ,621,95RR11W1,Magilligan,Magilligan,95RR11W1,2407,1328,1010,11,58,55.17,41.96,0.46,2.41
174,12,2.00009E+11,2000,9,24, ,1,25/09/2000 00:00,603,United Kingdom,8,Western Europe,Northern Ireland,Dunmurry,54.552319,-6.00253,1,0,"County Antrim. Blacks Road railway bridge on the Belfast-Dublin railway line in Dunmurry, outside of Belfast","9/24/2000: A 50 pound bomb with a homemade explosive partially detonated on the railway tracks on Belfast-Dublin railway line in Dunmurry, outside of Belfast, Northern Ireland.  Sources received a call from individuals claiming to be from the Irish Repub",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,19,Transportation,100,Train/Train Tracks/Trolley,Northern Ireland railway,The Belfast-Dublin railway line,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Irish Republican Army (IRA), , , , , ,Unknown,1,0, ,0,-99,0,1,3,Call (pre-incident),0,0, , , , ,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , ,A 50 pound bomb with a homemade explosive,0,0,0,0,0,0,1,4,Unknown,0,A bomb partially exploded on the railway tracks,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Children unhurt as shots fired at bus in N.Ireland,"" Reuters, September 25, 2000.","Christopher Walker, ""Belfast rail blast blamed on IRA dissidents,"" The Times, September 27, 2000.","Mary Minihan, ""Dissidents are linked to railway line bombing,"" The Irish Times, September 27, 2000.",UMD Schmid 2012,0,0,1,1, ,647,95SS10S1,Dunmurry_1,Dunmurry 1,95SS10S1,2199,1523,516,28,132,69.26,23.47,1.27,6
175,164,2.01502E+11,2015,2,5, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Dunmurry,54.551056,-6.003785,1,0,The incident occurred in the Colinbrook area of the town.,"02/05/2015: An explosive device was discovered and defused in Colinbrook area, Dunmurry village, Lisburn district, Northern Ireland, United Kingdom. This was one of four related attacks near midnight between February 4 and February 5, 2015. No group clai",1,1,1,0,0, ,1,0,0,3,Bombing/Explosion,0, ,0, ,14,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,Residence,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0, ,0, , , , , , , , , ,A pipe bomb was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Police probe link between four alerts,"" UTV, February 6, 2015.","""GENERAL: Four viable explosive devices Belfast and Dunmurry,"" Noodls, February 6, 2015.","""Fourth pipe bomb found in Belfast - Police investigate link to three previous alerts,"" Big News Network, February 6, 2015.",START Primary Collection,0,0,1,1,"201502050051, 201502040037, 201502050029, 201502050030",647,95SS10S1,Dunmurry_1,Dunmurry 1,95SS10S1,2199,1523,516,28,132,69.26,23.47,1.27,6
176,215,2.0161E+11,2016,10,20, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.552675,-6.000297,1,0,The incident occurred in the Poleglass area.,"10/20/2016: Assailants shot and killed Joe Reilly, a civilian, at his residence in Belfast, Northern Ireland, United Kingdom. No group claimed responsibility for the incident; however, sources attributed the attack to dissident republicans.",1,1,1,0,0, ,0,1,0,2,Armed Assault,0, ,0, ,14,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Joe Reilly,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,5,Firearms,5,Unknown Gun Type,0, ,0, , , , , , , , , , ,1,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Poleglass murder was 'savage and senseless' - the Irish News,"" NewsJS.com, October 21, 2016.","""Belfast man Joe Reilly shot dead by suspected dissident gunmen,"" One News Page United Kingdom, October 21, 2016.", ,START Primary Collection,0,0,1,1, ,648,95SS10S2,Dunmurry_2,Dunmurry 2,95SS10S2,2180,2003,140,8,29,91.88,6.42,0.37,1.33
177,123,2.0131E+11,2013,10,25, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Lisburn,54.510893,-6.042726,1,0, ,"10/25/2013: A letter bomb addressed to Chief Inspector John Burrows was intercepted and defused in Lisburn city, Lisburn district, Northern Ireland, United Kingdom. This was one of two letter bombs addressed to police officials discovered on this day. No",1,1,1,0,0, ,1,0,0,3,Bombing/Explosion,0, ,0, ,3,Police,25,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Senior Serving Police Officer,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,9,Letter Bomb,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Letter Bomb Sent To NI Secretary Villiers,"" Sky News, October 29, 2013.","""Dissidents blamed for PSNI letter bombs,"" UTV, October 25, 2013.","""Letter bomb sent  to PSNI chief constable,"" Irish Times, October 25, 2013.",START Primary Collection,0,0,1,1,"201310250006, 201310250005",652,95SS13S1,Hilden_1,Hilden 1,95SS13S1,1528,422,936,16,154,27.62,61.26,1.05,10.08
178,139,2.01403E+11,2014,3,7, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Lisburn,54.510893,-6.042726,1,0, ,"03/07/2014: A letter bomb was discovered and defused at the Linenhall Street mail sorting office in Lisburn city, Lisburn district, Northern Ireland, United Kingdom. The device was targeting prison officers at the Maghaberry Prison. No group claimed resp",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,3,Police,26,Prison/Jail,Northern Ireland Prison Service,Maghaberry Prison Officers,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,1,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,9,Letter Bomb,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0,This was one of two explosive devices hidden in packages targeting prison officials. The other incident identification number is 201403060041.,"""Bomb found in postal sorting office,"" BBC, March 6, 2014.","""Viable letter bomb found at Derry sorting office,"" Irish Times, March 7, 2014.","""Parcel bombs addressed to prison officers intercepted in sorting offices,"" Guardian.co.uk, March 7, 2014.",START Primary Collection,0,0,1,1, ,652,95SS13S1,Hilden_1,Hilden 1,95SS13S1,1528,422,936,16,154,27.62,61.26,1.05,10.08
179,5,2.00006E+11,2000,6,19, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Hillsborough,54.46423,-6.07778,1,0,Ulster. In a park near Hillsborough Castle outside of Belfast,"6/19/2000: An explosive device was discovered in a park near Hillsborough Castle outside of Belfast, in County Antrim, Northern Ireland.  Hillsborough Castle is the official residence of the Queen, but Britain's minister for Northern Ireland, Peter Mande",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,2,Government (General),18,"Government Personnel (excluding police, military)",Northern Ireland government,"Peter Mandelson, Britain's minister for Northern Ireland",142,Netherlands,0, ,0, , , ,0, , , , , , , , , ,Irish Republican Extremists, , , , , ,Unknown,1,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , ,An explosive device that partially exploded,0,0,0,0,0,0,-9,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"Nicholas Watt and Maggie O'Kane, ""Loyalists warned over ceasefire threat,"" The Guardian, June 21, 2000.","Maggie O'Kane and Nicholas Watt, ""Belfast blast increases tensions,"" The Guardian, June 22, 2000.","""Explosive device found near British minister's residence,"" Agence France-Presse, June 20, 2000.",UMD Schmid 2012,0,1,1,1, ,656,95SS15S1,Hillsborough_1,Hillsborough 1,95SS15S1,1793,170,1516,18,89,9.48,84.55,1,4.96
180,210,2.01607E+11,2016,7,30, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Lisburn,54.510397,-6.048371,1,0,The incident occurred in the Market Place neighborhood,"07/30/2016: An explosive device, intending to target a prison officer, was discovered and safely defused in Lisburn, Northern Ireland, United Kingdom. No group claimed responsibility for the incident; however, sources suspected that The New Irish Republi",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,3,Police,25,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Officer,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,The New Irish Republican Army, , , , , , ,1,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,29,Sticky Bomb,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""'Explosive device' found in Lisburn alert,"" BBC, July 30, 2016.","""Serving prison officer intended target of bombers in Lisburn,"" The Irish News, August 1, 2016.","""Explosives found on street 'could have killed shoppers'; Device believed to have fallen from car in centre of Lisburn,"" Belfast Telegraph, August 1, 2016.",START Primary Collection,1,1,1,1, ,663,95SS18S2,Lagan Valley_2,Lagan Valley 2,95SS18S2,1638,373,1119,37,109,22.77,68.32,2.26,6.65
181,89,2.01206E+11,2012,6,6, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Ballyskeagh,54.53386,-6.0056,1,1,The incident occurred in the Whin Park area in the Southwest outskirts of Belfast.,"06/06/2012: Assailants threw a hand grenade at police officers responding to an emergency call in Ballyskeagh town, Lisburn district, Northern Ireland, United Kingdom. There were no reported casualties in the explosion, although at least two cars were da",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,3,Police,25,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Officers,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Oglaigh na hEireann, , , , , , ,0,0, ,0,-99,0,1,4,E-mail,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,7,Grenade,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,Two vehicles were damaged in the attack.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Stolen   grenade   used in   attack,"" Sunday Life, June 10, 2012.","""ONH tried to murder police officers,"" The Irish News, June 8, 2012.","""OFFICERS   'LURED INTO' GRENADE   TERROR ATTACK  ;  DISSIDENTS BLAMED,"" The Mirror, June 7, 2012.",START Primary Collection,0,0,1,1, ,665,95SS19S2,Lambeg_2,Lambeg 2,95SS19S2,1432,98,1176,23,135,6.84,82.12,1.61,9.43
182,90,2.01206E+11,2012,6,11, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Lisburn,54.516246,-6.058011,1,0, ,"06/11/2012: Assailants threw a hand grenade at police in Dunmurry town, Lisburn district, Northern Ireland, United Kingdom. There were no reported injuries or damages in the blast. Oglaigh na hEireann claimed responsibility for the incident.",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,3,Police,23,Police Patrol (including vehicles and convoys),Police Service of Northern Ireland (PSNI),Vehicle,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Oglaigh na hEireann, , , , , , ,0,0, ,0,-99,0,1,2,Call (post-incident),0,0, , , , ,0,6,Explosives/Bombs/Dynamite,7,Grenade,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""We threw grenade at police, claim dissidents,"" Belfast Telegraph, June 12, 2012.","""Loud bang' was grenade   attack   on   police   claim dissidents,"" Ulster Star, June 12, 2012.","""'Big bang' theory probed,"" The Irish News, June 12, 2012.",START Primary Collection,0,0,1,1, ,666,95SS20W1,Lisnagarvey,Lisnagarvey,95SS20W1,2605,399,1977,24,205,15.32,75.89,0.92,7.87
183,109,2.01305E+11,2013,5,16, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Lisburn,54.516246,-6.058011,1,0, ,"05/16/2013: Assailants sent a false burglary call and then fired upon a police patrol in Dunmurry town, Lisburn district, Northern Ireland, United Kingdom. The police later found and defused a pipe bomb that failed to detonate in the attack. No one was i",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,2,Armed Assault,0, ,3,Police,23,Police Patrol (including vehicles and convoys),Police Service of Northern Ireland (PSNI),Patrol,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Oglaigh na hEireann, , , , , , ,0,0, ,0,-99,0,1,10,Unknown,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,5,Firearms,5,Unknown Gun Type, , , , , , , , ,Six shots were fired and a pipe bomb was defused in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A civilian vehicle was damaged in this attack.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Suspected bomb defused in same area as shots fired on police,"" Irish Independent, May 18, 2013.","""Explosive device found at scene of Thursday's Belfast...,"" Eircom.net, May 17, 2013.","""Explosive device found at scene of Thursday?s Belfast murder attempt,"" Kildare Nationalist, May 17, 2013.",START Primary Collection,0,0,1,1, ,666,95SS20W1,Lisnagarvey,Lisnagarvey,95SS20W1,2605,399,1977,24,205,15.32,75.89,0.92,7.87
184,76,2.01102E+11,2011,2,16, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Magherafelt,54.755402,-6.606029,1,0,"County Derry / Londonderry. The attack took place in the Sandy Braes area of Magherafelt, County Derry.","02/16/2011: On Wednesday at 0000 midnight, in the Sandy Braes area of Magherafelt, County Derry, Northern Ireland, suspected dissident republicans planted a pipe bomb outside of a house. Nearby homes were evacuated while the device was handled by Army bo",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,14,Private Citizens & Property,76,House/Apartment/Residence, ,A house was targeted in the attack.,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Real Irish Republican Army (RIRA), , , , , ,The specific motive for the attack is unknown.,1,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0, ,0, , , , , , , , , ,A pipe bomb was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"Belfast Telegraph, ""Real IRA Pipe-Bomb 'Could Have Been Lethal',"" LexisNexis Academic, Belfast Telegraph, February 17, 2011.","Sun, ""Bombs in Streets,"" LexisNexis Academic, Sun, February 17, 2011.", ,ISVG,0,0,1,1, ,690,95TT05S2,Glebe_2_Magherafelt,Glebe 2 (Magherafelt LGD),95TT05S2,1280,850,401,1,28,66.41,31.33,0.08,2.19
185,167,2.01503E+11,2015,3,5, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Ballycastle,55.20143,-6.25518,1,0, ,"03/05/2015: Assailants threw an incendiary device at a police station in Ballycastle town, Northern Ireland, United Kingdom. Security forces safely defused the device. No group claimed responsibility for the incident; however, sources suspected that diss",1,1,1,0,0, ,0,0,0,7,Facility/Infrastructure Attack,0, ,0, ,3,Police,22,"Police Building (headquarters, station, school)",Police Service of Northern Ireland (PSNI),Police Station,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,1,0, ,0,-99,0,0,0, ,0,0, , , , ,0,8,Incendiary,20,Gasoline or Alcohol,7,Fake Weapons,0, , , , , , , , , ,An incendiary device and a fake explosive device were used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Explosive device viable,"" The Irish News, March 6, 2015.","""Terrorists' bid to bomb Ballycastle police station 'assisted by removal of fencing',"" Belfast Telegraph Online, March 6, 2015.","""Viable incendiary at Ballycastle PSNI station,"" UTV, March 5, 2015.",START Primary Collection,0,0,1,1, ,713,95UU99C6,Glentaisie_&_Kinbane,Glentaisie and Kinbane,95UU99C6,2251,1480,692,7,72,65.75,30.74,0.31,3.2
186,116,2.01308E+11,2013,8,27, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Cullyhanna,54.131402,-6.586387,1,0, ,"08/27/2013: Two explosives were discovered in Cullyhanna village, Armagh district, Northern Ireland, United Kingdom. The devices were safely detonated on August 28, 2013. Oglaigh na hEireann claimed responsibility for the incident, stating that the attac",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,20,Unknown,0, ,Unknown,Unknown,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Oglaigh na hEireann, , , , , , ,0,0, ,0,-99,0,1,10,Unknown,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",0, ,0, , , , , , , , , ,Two mortar launchers with tubes made from 8-10 foot drainage pipes were used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0,The Crossmaglen Examiner suggest this may have been a some Surface-to-Air Missile launcher made from components from Hezbollah. Unknown source validity score.,"""Security alert over after three days,"" BBC, August 29, 2013.","""Further disruption after mortar find,"" BBC, August 28, 2013.","""Abandoned bombs represent 'unfinished business' – ONH claim responsibility,"" Crossmaglen Examiner, September 2, 2013.",START Primary Collection,0,0,1,1, ,724,95VV08W1,Creggan,Creggan,95VV08W1,3088,2886,172,1,29,93.46,5.57,0.03,0.94
